"FAR 6.302-1(c) - Brand name"
"FAR 6.302-1 - Only one responsible source (except brand name)"
"FAR 6.302-2 - Unusual and compelling urgency"
"FAR 6.302-3 - Industrial mobilization; engineering, developmental or research capability; or expert services"
"FAR 6.302-4 - International agreement"
"FAR 6.302-5 - Authorized or required by statute"
"FAR 6.302-6 - National security"
"FAR 6.302-7 - Public interest"
